TF	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10
Hoxb3	-3.7666120623555135	-49070.5836083942	-73973.22298941846	-38362.016172087155	-4.013275059848594	0.8219785716843699	-40391.08785111857	-4.964069223142754	-2.9026579134742634	-3.65260485650029
Hoxb4	-3.6326373720893317	-49070.5836083942	-73973.22298941846	-38362.016172087155	-4.013275059848594	-103740.74381621314	1.4608806716237726	-4.964069223142754	-2.9026579134742634	-3.651268958292003
Hoxb5	-3.6061636333161857	-4.9993213953849205	-5.364681963439133	-38362.016172087155	-4.013275059848594	-103740.74381621314	-40391.08785111857	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Hoxb6	-3.7002233143564305	-49070.5836083942	-73973.22298941846	-38362.016172087155	-4.013275059848594	-7.302826053654782	-40391.08785111857	-4.964069223142754	-2.9026579134742634	-3.651434977680587
Hoxb7	-3.7666120623555135	-49070.5836083942	-73973.22298941846	-38362.016172087155	-4.013275059848594	-7.457732789813321	-40391.08785111857	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Hoxb8	-2.644178653831653	0.6396214637262883	-73973.22298941846	-38362.016172087155	-3.6733619585853194	-7.457732789813321	-40391.08785111857	-4.964069223142754	-2.07504152357482	-4.162826728528812
Hoxc13	-3.7666120623555135	-5.258466937861692	-73973.22298941846	-3.668091859470831	-4.013275059848594	-7.457732789813321	-40391.08785111857	-75568.90807569148	-1.8360006293206077	-4.162826728528812
Hoxc4	-3.6366434640403447	-49070.5836083942	-5.364681963439133	-3.6680918594708087	-4.013275059848594	-7.457732789813321	-40391.08785111857	-4.964069223142754	-2.9026579134742634	-3.418691912660728
Hoxc5	-3.7666120623555135	-49070.5836083942	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Hoxc6	-3.7666120623555135	-5.1492451597523665	-3.649080118094734	-38362.016172087155	-4.013275059848594	-7.457732789813321	-40391.08785111857	-75568.90807569148	-2.9026579134742634	-4.162826728528812
Hoxc8	-2.8399569242959957	-5.2584669378613	-3.9320287700080234	-38362.016172087155	-4.013275059848594	-7.457732789813321	-4.5841654882077	-75568.90807569148	-22764.023418888097	-4.162826728528812
Hoxc9	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-38362.016172087155	-4.013275059848594	-7.457732789813321	-40391.08785111857	-3.852512480804669	-2.9026579134742634	-4.162826728528812
Hoxd10	-3.7666120623555135	-5.258466937861692	-73973.22298941846	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-57511.31147960366
Hoxd11	-2.162634328268288	-5.258466937861692	-3.7964181343209664	-3.668091859470831	-3.018796115438229	-7.457732789813321	-4.5841654882077	-75568.90807569148	0.8153341982261033	-4.162826728528812
Hoxd4	-3.7666120623555135	-5.258466937861692	-73973.22298941846	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Hoxd8	-3.7666120623555135	-49070.5836083942	-73973.22298941846	1.433972109435184	-4.013275059848594	-7.457732789813321	-4.5841654882077	-75568.90807569148	-2.9026579134742634	-3.142531594862213
Hoxd9	-3.5812355612979854	-5.258466937861692	-73973.22298941846	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-75568.90807569148	-2.9026579134742634	-2.8575323612204504
Irf1	-40246.99510903507	-49070.5836083942	-5.364681963439133	-3.668091859470831	-4.013275059848594	-103740.74381621314	-0.3550712060052236	-0.8847272537345579	0.18810610785387943	-4.162826728528812
Irf3	-3.7666120623555135	-4.942108183619629	-73973.22298941846	-3.668091859470831	-3.5249672118114708	-103740.74381621314	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-2.247199862306568
Irf4	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.615967868459051	-4.013275059848594	-7.457732789813321	-40391.08785111857	-4.4660330905215355	-22764.023418888097	-57511.31147960366
Irf5	-3.7666120623555135	-49070.5836083942	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.45339073011287	-22764.023418888097	-4.162826728528812
Irf6	-3.7666120623555135	-49070.5836083942	-73973.22298941846	-3.668091859470831	-4.013275059848594	-7.276404732347409	-4.5841654882077	-75568.90807569148	-2.9026579134742634	-4.162826728528812
Irf7	-3.610482138164114	-49070.5836083942	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-1.3035158786479415	-4.964069223142754	-22764.023418888097	-57511.31147960366
Irf8	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.397620914574756	-2.594538682730423	-6.413789426313953	-40391.08785111857	-4.067751670262603	-22764.023418888097	-4.162826728528812
Isx	-3.7666120623555135	-49070.5836083942	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Jdp2	-3.7666120623555135	-5.258466937861692	-73973.22298941846	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Klf1	-3.7666120623555135	-5.258466937861692	1.3340656882268063	-38362.016172087155	-35908.29622476326	-103740.74381621314	-4.5841654882077	-4.2239757553415025	-2.9026579134742634	-4.162826728528812
Klf10	-40246.99510903507	-5.258466937861692	-1.7403822620313765	-3.668091859470831	0.6895697832162414	-7.457732789813321	-4.5841654882077	-4.964069223142754	-22764.023418888097	-4.162826728528812
Klf11	-40246.99510903507	-5.258466937861692	-2.8709849221622488	-3.668091859470831	-0.775872607046353	-7.457732789813321	-4.5841654882077	-4.964069223142754	-22764.023418888097	-4.162826728528812
Klf12	-3.7666120623555135	-5.258466937861692	-0.5516002185264858	-38362.016172087155	-4.013275059848594	-103740.74381621314	-4.5841654882077	-4.647038753763716	-2.9026579134742634	-4.162826728528812
Klf13	-40246.99510903507	-5.258466937861692	-1.5904107913496848	-3.668091859470831	0.8698186838478806	-7.457732789813321	-4.5841654882077	-4.964069223142754	-22764.023418888097	-4.162826728528812
Klf2	-3.7666120623555135	-5.258466937861692	0.5909123893369197	-3.668091859470831	-2.0302759833738278	-103740.74381621314	-4.5841654882077	-4.685737776332214	-22764.023418888097	-4.162826728528812
Klf3	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-35908.29622476326	-103740.74381621314	-4.5841654882077	-4.049381657076671	-22764.023418888097	-4.162826728528812
Klf4	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-35908.29622476326	-103740.74381621314	-4.5841654882077	-4.964069223142754	1.501645082070278	-4.162826728528812
Klf5	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Klf6	-2.9603338872519407	-5.258466937861692	-3.278840071277561	-2.3987172517891198	-35908.29622476326	-5.542224038754362	-4.5841654882077	-4.242293574319026	-22764.023418888097	-4.162826728528812
Klf7	-3.7666120623555135	-5.258466937861692	0.45568365777329156	-3.668091859470831	-35908.29622476326	-103740.74381621314	-4.5841654882077	-4.964069223142754	-2.388337529131016	-4.162826728528812
Klf8	-2.0005126004148366	-5.258466937861692	-2.7708805097700315	-3.668091859470831	-35908.29622476326	-103740.74381621314	-4.5841654882077	-4.964069223142754	-22764.023418888097	-4.162826728528812
Klf9	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Lbx2	-3.7666120623555135	-5.258466937861692	-0.40003790074113676	-3.668091859470831	-35908.29622476326	-103740.74381621314	-4.5841654882077	-4.964069223142754	1.520530454711208	-4.162826728528812
Lhx1	-3.7666120623555135	-5.074509616725437	-5.364681963439133	-38362.016172087155	-4.013275059848594	-7.457732789813321	-40391.08785111857	-3.8612442947695946	-0.3319072108313306	-4.162826728528812
Lhx2	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.6680917769973114	-35908.29622476326	-7.457732789813321	-40391.08785111857	-4.964069223142754	-2.9026579134742634	-3.3798076264618233
Lhx4	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-38362.016172087155	-35908.29622476326	-7.457732789813321	-40391.08785111857	-4.225412552127674	-2.9026579134742634	-4.162826728528812
Lhx6	-3.7666120623555135	-5.258466937861692	-73973.22298941846	-3.668091859470831	-4.013275059848594	-103740.74381621314	-4.5841654882077	-4.964069223142754	-0.4354410755656814	-2.9271067216543663
Lhx9	-3.27520880833625	-5.258466937861692	0.3010953650498056	-38362.016172087155	-4.013265814863172	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-3.028095706293652
Lyl1	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-0.8538648001580846	-3.063551154692692	-4.511990530995048	-22764.023418888097	-4.162826728528812
Maf	-3.7666120623555135	-5.258466937861692	-3.4924470490841797	-3.6680789009767003	-4.013275059848594	-7.455416315389221	-40391.08785111857	-4.964069223142754	-22764.023418888097	-4.162826728528812
Mafa	-3.7666120623555135	-5.258466937861692	-3.738505912257873	-3.668091747475298	-4.013275059848594	-7.457732789813321	-40391.08785111857	-4.964069223142754	-22764.023418888097	-4.162826728528812
Mafb	-3.7666120623555135	-5.258466937861692	-3.6193629677653165	-3.6680915656850885	-4.013275059848594	-7.457732789813321	-40391.08785111857	-4.964069223142754	-22764.023418888097	-4.162826728528812
Maff	-3.7666120623555135	-5.258466937861597	-3.6944395147735976	-3.6679221705683793	-4.013275059848594	-7.45773277723837	-40391.08785111857	-4.964069223142754	-22764.023418888097	-3.412112146617153
Mafg	-3.7666120623555135	-5.258466937861692	-3.4181543988275656	-3.6680918551325847	-4.013275059848594	-7.457732789813321	-40391.08785111857	-4.964069223142754	-22764.023418888097	-4.162826728528812
Mafk	-3.7666120623555135	-5.258466937861692	-3.6687043933190244	-3.668090100563699	-4.013275059848594	-7.457732789813321	-40391.08785111857	-4.964069223142754	-22764.023418888097	-3.4953552674839705
Max	-40246.99510903507	-5.258466937861692	-5.364681963439133	-3.3872129803042332	-35908.29622476326	-3.327480768860113	0.9692447329644625	-75568.90807569148	0.41395149390265773	-57511.31147960366
Maz	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Meox1	-3.7666120623555135	-5.258466937861692	-73973.22298941846	-3.6680049601793603	-4.013275059848594	-103740.74381621314	-40391.08785111857	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Meox2	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.604804748302747	-4.013275059848594	-7.457732789464564	-40391.08785111857	-4.964069223142754	-2.9026579134742634	-2.950259840285918
Mga	-3.7666120623555135	-5.258466937861692	-73973.22298941846	-3.668080258214259	-35908.29622476326	-4.482554921314858	-40391.08785111857	-4.964069223142754	-1.9392780240451561	-57511.31147960366
Msc	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Msx1	-3.608463675515127	-49070.5836083942	0.40250021867394603	0.06115574968744374	-4.013275059848594	-103740.74381621314	-40391.08785111857	-4.964069223142754	-2.9026579134742634	-3.36147073614905
Myb	-40246.99510903507	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.414009590089138	-4.5841654882077	-4.964069223142754	0.07301924916096571	-57511.31147960366
Mybl1	-3.766608375647604	-49070.5836083942	-3.5244219328918183	-38362.016172087155	-35908.29622476326	1.6971139814668825	-40391.08785111857	-4.917645888559893	-1.6638224022255432	-0.7285666777582955
Mybl2	-3.7666120623555135	-49070.5836083942	-5.364681963439133	-2.8726951434514127	-35908.29622476326	-7.457732789813321	-40391.08785111857	-4.964069223142754	-22764.023418888097	-57511.31147960366
Myc	-3.7666120623555135	-5.258466937861692	-4.398801636351678	1.3776986302026137	-35908.29622476326	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-3.523023950734337
Mycn	-3.7666120623555135	-49070.5836083942	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Nfe2	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-35908.29622476326	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-3.635637262933327
Nfe2l2	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-35908.29622476326	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-3.607783396148241
Nfil3	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Nhlh1	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.6680918593157616	-4.013275059848594	-103740.74381621314	-40391.08785111857	-4.964069223142754	-2.9026579134742634	-3.4979925134302823
Nkx6-1	-3.7666120623555135	-49070.5836083942	-0.09919164766940403	-2.656417193809194	-4.013275059848594	-4.790772583837193	-40391.08785111857	-4.964069223142754	-2.9026579134742634	-57511.31147960366
Nkx6-2	-3.7666120584110083	-49070.5836083942	-5.364681963439133	-3.668091859470831	-4.013275059848594	-103740.74381621314	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Nobox	-3.7666120623555135	-49070.5836083942	-5.364681963439133	-38362.016172087155	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.187535936130546	-2.9026579134742634	-4.162826728528812
Npas2	-40246.99510903507	-49070.5836083942	-5.364681963439133	-38362.016172087155	-4.013275059848594	-7.457732789813321	0.6416485415818459	-75568.90807569148	-2.9026579134742634	-57511.31147960366
Nr1d1	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-38362.016172087155	-4.013275059848594	-7.457732789813321	0.18834896379356508	-75568.90807569148	-2.9026579134742634	-57511.31147960366
Nr1d2	-3.7666120623555135	-5.258466937861692	-3.1240374287234065	-38362.016172087155	-35908.29622476326	-6.523867968063198	-40391.08785111857	1.591596433573287	-2.902628104963411	-57511.31147960366
Nr1h2	-3.606963103420827	-5.258466937861692	-2.864807943914778	-38362.016172087155	-4.013275059848594	-103740.74381621314	-4.5841654882077	-4.65114692132399	-2.9026579134742634	-4.162826728528812
Nr1h3	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-38362.016172087155	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.04251198426826	-2.9026579134742634	-4.162826728528812
Nr1h4	-3.7666120623555135	-5.258466937861692	-3.240838476209099	-38362.016172087155	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.3014893449434375	-2.9026579134742634	-4.162826728528812
Nr1i2	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Nr2c1	-3.7666120623555135	-5.258466937861692	-73973.22298941846	-3.0578839077204387	-4.013275059848594	-6.766867405004939	-4.584165488207015	-4.964069223142754	-22764.023418888097	-4.162826728528812
Nr2c2	-3.7666120623555135	-5.258466937861692	-73973.22298941846	-3.351933014561246	-4.013275059848594	-6.418085138551919	-4.5841654882077	-4.964069223142754	-22764.023418888097	-57511.31147960366
Nr2f1	-3.7666120623555135	-5.258466937861692	-73973.22298941846	-1.293664822569401	-4.013275059848594	-5.888143104343701	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Nr2f2	-3.7666120623555135	-5.258466937861692	-73973.22298941846	-1.280351477479789	-4.013275059848594	-5.8748685440931485	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Nr2f6	-3.7666120623555135	-5.2565061973855185	-73973.22298941846	-2.5525578392881716	-4.013275059848594	-6.524035903575572	-4.584123775182516	-4.964069223142754	-22764.023418888097	-4.162826728528812
Nr3c1	-3.4558161264239198	-5.258466937861692	-73973.22298941846	-38362.016172087155	1.2812548729894917	-103740.74381621314	0.4292844009293121	0.07068429420899401	0.489145476169333	-4.162826728528812
Nr3c2	-40246.99510903507	-5.258466937861692	-73973.22298941846	-38362.016172087155	-0.9123649505922378	-103740.74381621314	-1.9436470641865244	-75568.90807569148	-1.8926707426256835	-4.162826728528812
Nr4a1	-40246.99510903507	-5.258466937861692	-5.364681963439133	0.06431549393782963	1.3718344060218788	-7.457732789813321	-4.5841654882077	-75568.90807569148	-0.3147999727891635	-57511.31147960366
Nr4a2	-40246.99510903507	-5.258466937861692	-5.364681963439133	0.90651323942279	-3.6490477462268576	-7.457732789813321	-4.5841654882077	-75568.90807569148	0.44096106096080195	-57511.31147960366
Nr4a3	-40246.99510903507	-5.258466937861692	-5.364681963439133	1.2590646244016546	-35908.29622476326	-7.457732789813321	-4.5841654882077	-4.964069223142754	1.3669360945089175	-0.5840711447223859
Nr5a2	-40246.99510903507	-5.258466937861692	-73973.22298941846	-3.668091859470831	-4.013275059848594	-103740.74381621314	-3.1979717950951674	-4.964069223142754	-2.9026579134742634	-2.1778943500553605
Nr6a1	-3.678878013533065	-49070.5836083942	-5.364681963439133	-3.668091859470831	-35908.29622476326	-7.457732789813321	-4.5841654882077	-4.964069223142754	-0.6527488408608021	-4.162826728528812
Nrf1	-3.7666120623555135	-5.258466937861692	-73973.22298941846	-3.668091859470831	-35908.29622476326	-7.457732789813321	-40391.08785111857	-75568.90807569148	-1.553259262791061	-2.7250847555835076
Nrl	-3.7666120623555135	-5.258466937861692	-2.73482807676117	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.584165487318822	-4.964069223142754	-22764.023418888097	-4.162826728528812
Onecut1	-40246.99510903507	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-75568.90807569148	-2.9026579134742634	-3.6803156874763534
Onecut2	-3.7666120623555135	-49070.5836083942	-1.908786975101733	-3.668091859470831	0.5960262391791545	-3.333261632969767	-40391.08785111857	-75568.90807569148	-0.03633207035033869	-3.3202796335078637
Onecut3	-3.7666120623555135	-49070.5836083942	-5.364681963439133	0.9852682021412996	-35908.29622476326	-7.363590141677026	1.2484610086219292	-4.8854628076998114	0.31560150799986225	-57511.31147960366
Otx1	-40246.99510903507	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Otx2	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-38362.016172087155	-4.013275059848594	-7.457732789813321	-4.5841654882077	-2.812884034319686	-2.9026579134742634	-4.162826728528812
Patz1	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Pax3	-3.7666120623555135	-5.258466937861692	-0.7955038275998279	-38362.016172087155	-4.013275059848594	-103740.74381621314	-40391.08785111857	-75568.90807569148	-2.9026579134742634	-3.510460651826523
Pax5	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Pax6	-3.7666120623555135	-49070.5836083942	-5.364681963439133	-3.668091859470831	-35908.29622476326	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.4358991453272965	-1.280275971353421
Pax8	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Pbx1	-3.7666120623555135	-4.48322233244973	-5.364681963439133	-3.668091859470831	-4.013275059848594	-6.637489216124229	-4.5841654882077	-3.5394362815239715	-22764.023418888097	-4.162826728528812
Pbx2	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-5.590199846829424	-4.5841654882077	-1.854225512032585	-22764.023418888097	-4.162826728528812
Pbx3	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	0.22532900362508496	-4.692077138905402	-4.5841654882077	-0.5442651340258379	-22764.023418888097	-4.162826728528812
Pbx4	-3.7666120623555135	-5.258466937861692	-2.8520807820569685	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-22764.023418888097	-4.162826728528812
Pgr	-40246.99510903507	-5.258466937861692	1.0036737538835927	-3.668091859470831	-4.013275059848594	-103740.74381621314	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-2.7491361904256184
Phox2a	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-38362.016172087155	-4.013275059848594	-103740.74381621314	-4.5841654882077	-2.5626531195470386	-0.011676129052117103	-4.162826728528812
Pitx1	-40246.99510903507	-5.258466937861692	-5.364681963439133	-3.6680470804247105	-35908.29622476326	-7.457732789813321	-40391.08785111857	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Pitx2	-3.7666120623555135	-49070.5836083942	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789811942	-40391.08785111857	-4.964069223142754	-2.9026286554301084	1.6448584460729312
Plagl1	-3.7666120623555135	-5.258466937861692	-73973.22298941846	0.19221888885597188	-4.013275059848594	-5.283393031156967	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-57511.31147960366
Pou2f1	-1.837985060256053	0.07787347484221366	-73973.22298941846	0.18426039593974253	0.04681294778620503	-103740.74381621314	-1.7920771152447372	-75568.90807569148	-1.1527344688654673	-57511.31147960366
Pou2f2	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.281513684837133	-4.5841654882077	-4.964069223142754	-22764.023418888097	1.0620518996964612
Pou2f3	-3.7666120623555135	-49070.5836083942	-2.139538660412126	-38362.016172087155	-4.013275059848594	-7.457732789813321	-40391.08785111857	-4.96406922314269	-2.9026579134742634	-57511.31147960366
Pou3f1	-40246.99510903507	-49070.5836083942	-5.364681963439133	-3.668091859470831	-4.013275059848594	0.5022221700043958	-40391.08785111857	-75568.90807569148	-2.9026579134742634	-4.162826728528812
Pou3f2	-40246.99510903507	-5.258466937861692	-5.364681963439133	-3.668091859470831	-35908.29622476326	-7.444126261760884	-40391.08785111857	-4.964069223142754	-2.9026579134742634	1.1155700271227162
Pou3f3	-40246.99510903507	-49070.5836083942	-4.286794856072554	-38362.016172087155	-1.5877562543751784	-7.457732789813321	1.3904760400121314	-75568.90807569148	-2.1206972524196055	-4.162826728528812
Pou4f1	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Pou4f2	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Pou5f1	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-35908.29622476326	-7.457732789813321	-4.5841654882077	-4.964069223142754	-1.876174753292817	0.9262507357940823
Pou6f2	-3.7666120623555135	-49070.5836083942	-5.364681963439133	-38362.016172087155	-3.429232358797947	-103740.74381621314	-4.5841654882077	-3.9295990785799284	-1.2706586983933486	-4.162826728528812
Ppara	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-38362.016172087155	-4.013275059848594	-6.1681537861382685	-40391.08785111857	-75568.90807569148	-2.9026579134742634	-57511.31147960366
Ppard	-3.7666120623555135	-5.258466937861692	-1.6253318177509988	-2.939213230817524	-35908.29622476326	-103740.74381621314	-0.4328846344673701	-75568.90807569148	-2.9026579134742634	-57511.31147960366
Pparg	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-35908.29622476326	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-2.058058771744
Prdm1	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Prdm4	-3.7666120623555135	-5.258466937861692	-73973.22298941846	1.1538965617694457	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Prox1	-3.7666120623555135	-5.258466937861692	-73973.22298941846	-3.668091859470831	-35908.29622476326	-7.457732789813321	-4.5841654882077	-4.964069223142754	-22764.023418888097	-57511.31147960366
Prrx1	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-38362.016172087155	-4.013275059848594	-7.457732789813321	-40391.08785111857	-4.544160808495534	-2.9026579134742634	-3.2666439465712376
Prrx2	-3.5390415882749324	-5.258466937861692	-5.364681963439133	-38362.016172087155	-4.013275059848594	-7.457732789813321	-40391.08785111857	-4.964069223142754	-2.9026579134742634	-3.1776750949009918
Rad21	-2.4213366255668403	-5.258466937861692	-5.364681963439133	-3.594096445808622	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-22764.023418888097	-4.162826728528812
Rara	-1.331902541239124	-5.258466937861692	-5.364681963439133	-3.6680918594687935	-35908.29622476326	-103740.74381621314	-1.2180424369139697	-4.443882515448738	-22764.023418888097	-57511.31147960366
Rarb	-40246.99510903507	-5.258466937861692	-73973.22298941846	-1.1459412239073148	-4.013275059848594	-0.9438382751435912	0.6242343337566465	-4.964069223142754	1.3368492479841938	-57511.31147960366
Rarg	-40246.99510903507	-5.258466937861692	-73973.22298941846	0.6554535358813269	-2.8045406706730693	-103740.74381621314	0.7538921624682725	1.6583099409561395	-0.18351989151872394	-0.413374555206614
Rax	-3.7666120623555135	-5.249151688821214	-5.364681963439133	-38362.016172087155	-4.013275059848594	-7.457732789813321	-40391.08785111857	-3.902526287674442	-2.9026579134742634	-4.162826728528812
Rest	-40246.99510903507	-49070.5836083942	-4.933302243092099	-1.836579536360955	-35908.29622476326	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.4823632577154173	-4.162826728528812
Rfx1	-3.217465164676062	-5.258466937861692	-73973.22298941846	-3.6398290999528315	-35908.29622476326	-7.457732789813321	-4.5841654882077	-75568.90807569148	-22764.023418888097	-3.41462648874675
Rfx2	-2.6734686278041	-5.258466937861692	-3.854976537923628	-3.668091859470831	-35908.29622476326	-7.457732789813321	-4.5841654882077	-75568.90807569148	-0.044712917465707665	-2.5482015372620053
Rfx3	-2.8737616076657084	-5.258466937861692	-0.34223398253723036	-3.668091859470831	-2.852484377812959	-7.457732789813321	-4.5841654882077	-75568.90807569148	-22764.023418888097	-3.463790230832211
Rfx4	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-35908.29622476326	-7.457732789813321	-4.5841654882077	-75568.90807569148	-2.9026579134742634	-4.162826728528812
Rfx5	-40246.99510903507	-5.258466937861692	-2.6510725816371186	-3.668091859470831	-4.013275059848594	-4.529765404611663	-40391.08785111857	-4.964069223142754	-22764.023418888097	-57511.31147960366
Rfx7	-40246.99510903507	-5.258466937861692	-2.8262706824282646	-3.668091859470831	-4.013275059848594	-5.317733345063815	-0.9724063278622069	-4.964069223142754	-22764.023418888097	-57511.31147960366
Rora	-0.3835663733268666	-5.258466937861692	-0.7775060660269264	-38362.016172087155	-35908.29622476326	-7.400159913078037	-40391.08785111857	-75568.90807569148	-2.9026579134742634	-0.03281867314192991
